smiles,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,rtb,Molecular Weight,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,pChEMBL Value
COC(=O)Nc1ccc2c(c1)NS(=O)(=O)C/C=C\C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,3.46,4.0,2.07,2.15,8.07,610.06,10.0,14.0,4.0,4.0,42.0,0.0,610.06,609.131,2.0,1.0,185.88,0.19,5.0,610.06,11.5,0.23,3.56,3.78,7.02
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/CC(NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1cc(Cl)nnc1-2,5.15,4.0,3.93,3.93,12.52,634.48,10.0,13.0,3.0,3.0,44.0,0.0,634.48,633.1407,3.0,2.0,165.91,0.2,5.0,634.48,9.42,0.19,0.83,3.6,5.98
COC(=O)Nc1ccc2c(c1)CCCCc1ccc(cc1)C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.88,5.0,6.44,6.44,12.52,623.12,8.0,11.0,3.0,3.0,45.0,0.0,623.12,622.2208,3.0,2.0,139.71,0.21,5.0,623.12,11.47,0.22,1.27,5.12,7.15
CNc1ccc2c(c1)NC(=O)CCc1nc(ccc1F)CC(NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,4.93,5.0,3.29,3.3,10.17,647.5,9.0,12.0,4.0,4.0,45.0,0.0,647.5,646.1523,2.0,1.0,155.4,0.2,5.0,647.5,7.92,0.16,0.2,3.3,5.13
CC1(C)CN(C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)C(C(=O)Nc2ccc(C(=O)O)cc2)c2c(Br)cccc21,5.29,4.0,2.41,5.48,4.16,635.91,7.0,10.0,2.0,2.0,41.0,-1.0,635.91,634.0731,2.0,2.0,130.31,0.28,6.0,635.91,10.64,0.23,1.48,5.19,6.76
COC(=O)Nc1ccc(-c2cc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)[nH]c(=O)c2)cc1,4.96,5.0,4.33,4.33,10.77,596.05,8.0,11.0,3.0,3.0,43.0,0.0,596.05,595.1735,2.0,1.0,143.89,0.2,9.0,596.05,14.46,0.27,3.66,5.99,8.62
COC(=O)Nc1ccc(-c2ccnc([C@H](Cc3ccccc3)NC(=O)[C@H]3CC[C@H](CN)CC3)c2)cc1,5.09,3.0,1.83,4.45,12.87,486.62,5.0,7.0,3.0,4.0,36.0,1.0,486.62,486.2631,1.0,1.0,106.34,0.41,8.0,486.62,16.85,0.31,3.11,7.71,8.2
NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccc(N)cc3)ccn2)CC1,4.5,3.0,1.15,3.76,13.52,428.58,4.0,5.0,3.0,5.0,32.0,1.0,428.58,428.2576,0.0,0.0,94.03,0.48,7.0,428.58,16.92,0.31,2.75,7.71,7.25
NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccc4[nH]ncc4c3)ccn2)CC1,4.79,4.0,1.3,3.81,12.04,453.59,4.0,6.0,3.0,4.0,34.0,1.0,453.59,453.2529,0.0,0.0,96.69,0.37,7.0,453.59,15.91,0.29,2.42,7.46,7.21
COC(=O)Nc1ccc(-c2cc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)n[nH]c2=O)cc1,4.36,5.0,4.35,4.35,9.99,597.04,9.0,12.0,3.0,3.0,43.0,0.0,597.04,596.1687,2.0,1.0,156.78,0.21,9.0,597.04,13.4,0.25,3.64,5.1,8.0
COC(=O)Nc1ccc(-c2cc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)nnc2C)cc1,5.37,5.0,4.66,4.66,12.93,595.06,9.0,11.0,2.0,2.0,43.0,0.0,595.06,594.1895,3.0,2.0,136.81,0.22,9.0,595.06,13.44,0.25,2.63,5.85,8.0
COC(=O)Nc1ccc(-c2cc([C@H](C[C@@H]3CCCN(C(C)=O)C3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)nnc2Cl)cc1,5.12,4.0,3.5,3.5,12.95,664.55,10.0,13.0,2.0,2.0,46.0,0.0,664.55,663.1876,3.0,2.0,157.12,0.23,9.0,664.55,10.61,0.21,1.93,4.49,7.05
COC(=O)Nc1ccc2c(c1)CCCCc1ccc(cc1)C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.88,5.0,6.44,6.44,12.52,623.12,8.0,11.0,3.0,3.0,45.0,0.0,623.12,622.2208,3.0,2.0,139.71,0.21,5.0,623.12,11.47,0.22,1.27,5.12,7.15
O=C(O)c1ccc(NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,4.05,4.0,1.04,4.1,4.16,542.98,7.0,10.0,2.0,2.0,39.0,-1.0,542.98,542.1469,1.0,1.0,130.31,0.34,7.0,542.98,14.07,0.27,3.59,5.86,7.64
O=C(O)c1ccc(NC(=O)C2c3c[nH]nc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,2.51,4.0,-0.76,2.3,4.16,518.92,8.0,12.0,3.0,3.0,37.0,-1.0,518.92,518.1218,2.0,1.0,158.99,0.33,6.0,518.92,11.94,0.23,3.68,3.9,6.19
O=C(O)c1ccc(NC(=O)C2c3cn(-c4ccccc4)nc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,3.98,5.0,1.02,4.08,4.16,595.02,9.0,12.0,2.0,2.0,43.0,-1.0,595.02,594.1531,2.0,1.0,148.13,0.27,7.0,595.02,9.58,0.18,1.72,3.85,5.7
COC(=O)NCc1ccc(NC(=O)[C@@H]2c3ccccc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,3.95,4.0,3.87,3.87,13.07,572.02,8.0,11.0,2.0,2.0,41.0,0.0,572.02,571.1735,2.0,1.0,131.34,0.32,7.0,572.02,10.58,0.2,2.1,4.61,6.05
O=C(Nc1ccc(C2CCCN2)cc1)[C@@H]1c2ccccc2CCN1C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1,4.52,4.0,1.6,4.33,13.14,554.05,7.0,9.0,2.0,2.0,40.0,1.0,554.05,553.1993,1.0,1.0,105.04,0.34,6.0,554.05,9.33,0.18,0.65,4.92,5.17
COC(=O)NCc1ccc(NC(=O)[C@@H]2c3ccccc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,3.95,4.0,3.87,3.87,13.07,572.02,8.0,11.0,2.0,2.0,41.0,0.0,572.02,571.1735,2.0,1.0,131.34,0.32,7.0,572.02,10.58,0.2,2.1,4.61,6.05
COC1CCN(c2cccc3c2CCN(C(=O)C2CCN(C(=N)N)CC2)C3C(=O)Nc2ccc(C(=O)O)cc2)CC1,2.67,2.0,-0.01,-0.01,3.89,562.67,6.0,11.0,4.0,5.0,41.0,0.5,562.67,562.2904,2.0,1.0,152.29,0.31,6.0,562.67,14.65,0.27,5.58,5.41,8.25
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.51,4.0,3.87,3.87,12.2,590.04,9.0,13.0,4.0,4.0,42.0,0.0,590.04,589.1953,2.0,1.0,168.81,0.25,5.0,590.04,15.95,0.31,4.9,5.57,9.41
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2cc(-c3ccccc3)n[nH]2)CC1,4.24,3.0,1.57,4.18,13.5,402.54,3.0,5.0,3.0,4.0,30.0,1.0,402.54,402.242,0.0,0.0,83.8,0.55,7.0,402.54,12.82,0.23,0.92,6.16,5.16
Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(OC(F)(F)F)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,6.5,4.0,4.66,5.97,12.9,593.61,7.0,9.0,3.0,4.0,43.0,1.0,593.61,593.225,2.0,2.0,118.81,0.25,3.0,593.61,8.52,0.16,-1.44,4.26,5.06
COC(=O)Nc1ccc2c(c1)NCC(F)(F)C(=O)NC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,2.93,4.0,2.13,2.18,8.35,612.98,10.0,14.0,5.0,5.0,43.0,0.0,612.98,612.156,2.0,1.0,180.84,0.21,5.0,612.98,8.72,0.17,2.42,2.96,5.34
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)CC1,4.35,4.0,0.86,2.85,9.88,492.03,5.0,8.0,5.0,7.0,35.0,1.0,492.03,491.22,1.0,0.0,138.5,0.26,7.0,492.03,19.33,0.37,5.16,6.87,9.51
Nc1n[nH]c2cc(-c3nc([C@H](Cc4ccccc4)NC(=O)NCc4cc(Cl)ccc4-n4cncn4)[nH]c3Cl)ccc12,5.21,6.0,4.16,4.16,10.14,587.48,7.0,11.0,5.0,6.0,41.0,0.0,587.48,586.1512,4.0,2.0,155.22,0.16,8.0,587.48,12.49,0.24,2.13,4.73,7.34
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc(C(N)=O)cc3)c(Br)[nH]2)CC1.O=C(O)C(F)(F)F,4.1,3.0,0.77,2.9,10.86,638.49,4.0,7.0,4.0,6.0,34.0,1.0,524.46,523.1583,2.0,1.0,126.89,0.35,8.0,638.49,15.34,0.32,3.95,6.34,8.05
O=C(O)c1ccc(NC(=O)C2c3cccnc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,3.19,4.0,-0.28,2.19,3.86,529.94,8.0,11.0,2.0,2.0,38.0,-1.0,529.94,529.1265,2.0,1.0,143.2,0.36,6.0,529.94,13.76,0.26,4.1,5.09,7.29
Cn1cc2c(n1)CCN(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)C2C(=O)Nc1ccc(C(=O)O)cc1,2.53,4.0,-0.64,2.42,4.16,532.95,9.0,12.0,2.0,2.0,38.0,-1.0,532.95,532.1374,2.0,1.0,148.13,0.36,6.0,532.95,12.33,0.24,4.04,4.43,6.57
O=C(CCc1cc(Cl)ccc1-n1cnnn1)N[C@@H](Cc1ccccc1)c1nc(-c2ccc3[nH]c(=O)cc(O)c3c2)c(Cl)[nH]1,4.94,6.0,3.54,4.24,6.8,615.48,8.0,11.0,4.0,4.0,43.0,0.0,615.48,614.1348,2.0,1.0,154.47,0.18,9.0,615.48,15.43,0.3,4.55,6.15,9.49
COC(=O)Nc1ccc2c(c1)NC(C(F)(F)F)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(Cl)[nH]1,6.33,4.0,5.08,5.08,10.17,664.48,9.0,12.0,4.0,4.0,45.0,0.0,664.48,663.1488,3.0,2.0,151.74,0.18,5.0,664.48,9.35,0.19,-0.12,4.09,6.21
COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](NC(=O)c1c(F)cc(C)cc1F)c1cc-2ccn1,5.5,3.0,4.5,4.5,11.53,508.53,5.0,8.0,3.0,3.0,37.0,0.0,508.53,508.1922,2.0,2.0,109.42,0.43,3.0,508.53,13.68,0.26,1.45,6.36,6.96
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)CC1,4.35,4.0,0.86,2.85,9.88,492.03,5.0,8.0,5.0,7.0,35.0,1.0,492.03,491.22,1.0,0.0,138.5,0.26,7.0,492.03,19.33,0.37,5.16,6.87,9.51
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CCC(c3c(C(F)(F)F)ccc(Cl)c3F)OC1=O)c1cc-2ccn1,8.12,3.0,6.53,6.53,12.73,649.04,6.0,9.0,2.0,2.0,45.0,0.0,649.04,648.1763,2.0,2.0,109.86,0.28,3.0,649.04,11.03,0.22,-0.96,6.52,7.16
CC1(C)Cc2c(-c3ccc4c(c3)OCO4)cccc2C(C(=O)Nc2ccc(C(=O)O)cc2)N1C(=O)[C@H]1CC[C@H](CN)CC1,5.39,3.0,2.6,2.6,4.16,583.69,6.0,9.0,3.0,4.0,43.0,0.5,583.69,583.2682,2.0,2.0,131.19,0.35,6.0,583.69,11.62,0.22,1.39,5.17,6.78
O=C(Nc1ccc(Cl)cc1)Nc1cnc2c(c1)C(C(=O)Nc1ccc(C(=O)O)cc1)N(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)CC2,5.48,5.0,1.46,4.21,4.16,698.53,9.0,14.0,4.0,4.0,49.0,-1.0,698.53,697.1356,3.0,2.0,184.33,0.15,8.0,698.53,9.43,0.18,1.11,3.57,6.59
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2cc(-c3ccc4[nH]nc(O)c4c3)ccn2)CC1,4.5,4.0,3.7,3.7,5.93,469.59,5.0,7.0,4.0,5.0,35.0,0.5,469.59,469.2478,0.0,0.0,116.92,0.32,7.0,469.59,17.96,0.33,3.93,7.21,8.43
O=C(O)c1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,3.62,4.0,0.9,3.96,4.16,528.96,7.0,10.0,2.0,2.0,38.0,-1.0,528.96,528.1313,1.0,1.0,130.31,0.37,6.0,528.96,10.89,0.21,2.14,4.42,5.76
COC(=O)Nc1ccc(-c2cc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)nnc2C(=O)O)cc1,4.76,5.0,1.11,4.58,0.2,625.05,10.0,13.0,3.0,3.0,45.0,-1.0,625.05,624.1636,2.0,1.0,174.11,0.18,10.0,625.05,12.73,0.24,3.2,4.57,7.96
COC(=O)Nc1ccc(-c2cc([C@H](CC(=O)N3CC[C@@H](O)C3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)nnc2Cl)cc1,3.46,4.0,1.96,1.96,12.77,652.5,11.0,14.0,3.0,3.0,45.0,0.0,652.5,651.1512,2.0,2.0,177.35,0.23,9.0,652.5,11.62,0.23,4.13,4.28,7.58
O=C(/C=C/c1cc(Cl)ccc1-n1cnnn1)N[C@H]1C/C=C/CCC(=O)Nc2ccc(C(=O)O)cc2-c2c[nH]c1n2,3.95,4.0,0.12,1.98,4.01,558.99,8.0,12.0,4.0,4.0,40.0,-1.0,558.99,558.1531,2.0,1.0,167.78,0.21,5.0,558.99,15.11,0.29,4.49,5.03,8.44
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1cnn(-c3cccc(Cl)c3F)c1C)c1cc-2ccn1.Cl,6.44,4.0,5.28,5.28,12.45,641.53,7.0,10.0,3.0,3.0,43.0,0.0,605.07,604.2001,2.0,2.0,127.24,0.25,4.0,641.53,14.31,0.27,2.22,6.8,8.66
COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1cc-2ccn1,4.94,4.0,3.85,3.85,12.77,587.04,9.0,12.0,3.0,3.0,42.0,0.0,587.04,586.1844,2.0,1.0,153.02,0.28,5.0,587.04,15.2,0.29,3.98,5.83,8.92
COC(=O)Nc1ccc(-c2cc([C@H](CC(=O)N3CC[C@@H](O)C3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)c(Cl)nn2)cc1,3.46,4.0,2.11,2.11,12.87,652.5,11.0,14.0,3.0,3.0,45.0,0.0,652.5,651.1512,2.0,2.0,177.35,0.23,9.0,652.5,12.54,0.25,4.72,4.61,8.18
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CC[C@H](c3c(F)ccc(Cl)c3F)OC1=O)c1cc-2ccn1,7.24,3.0,5.8,5.8,12.73,599.03,6.0,9.0,2.0,2.0,42.0,0.0,599.03,598.1795,2.0,2.0,109.86,0.31,3.0,599.03,15.39,0.3,1.98,8.39,9.22
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CCC(c3c(F)ccc(Cl)c3F)=CC1=O)c1cc-2ccn1,6.97,3.0,5.69,5.69,12.73,595.05,5.0,8.0,2.0,2.0,42.0,0.0,595.05,594.1845,2.0,2.0,100.63,0.32,3.0,595.05,16.11,0.31,2.62,9.53,9.59
COC(=O)Nc1ccc2c(c1)CCCCc1cccc(c1)C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.88,5.0,6.44,6.44,12.52,623.12,8.0,11.0,3.0,3.0,45.0,0.0,623.12,622.2208,3.0,2.0,139.71,0.21,5.0,623.12,12.47,0.24,1.89,5.56,7.77
C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(C(F)(F)F)nn3)cc2=O)c2ccnc(c2)-c2c(cnn2C)NC1=O,5.31,5.0,4.38,4.38,11.77,624.03,10.0,11.0,1.0,1.0,44.0,0.0,624.03,623.1772,3.0,2.0,125.41,0.29,3.0,624.03,16.02,0.31,4.69,7.97,10.0
Nc1n[nH]c2cc(-c3nc([C@H](Cc4ccccc4)NC(=O)c4ccc5c(N)noc5c4)[nH]c3Cl)ccc12,4.63,6.0,3.54,3.54,10.14,512.96,7.0,10.0,5.0,7.0,37.0,0.0,512.96,512.1476,2.0,1.0,164.53,0.22,6.0,512.96,13.46,0.25,2.27,4.2,6.9
COC(=O)C[C@H]1CCCC[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c2nc(c[nH]2)-c2ccc(NC(=O)OC)cc2N1,4.67,4.0,3.66,3.66,12.46,634.1,11.0,14.0,4.0,4.0,45.0,0.0,634.1,633.2215,2.0,2.0,178.04,0.17,7.0,634.1,13.72,0.26,4.03,4.89,8.7
COC(=O)Nc1ccc2c(c1)N[C@@H](C(=O)O)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1cc-2ccn1,4.87,4.0,0.68,3.26,3.76,617.07,10.0,13.0,4.0,4.0,44.0,-1.0,617.07,616.1949,2.0,1.0,173.25,0.22,6.0,617.07,13.91,0.27,3.72,4.96,8.59
COC(=O)Nc1cccc(NC(=O)[C@@H]2c3ccccc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c1,4.27,4.0,4.16,4.16,12.62,558.0,8.0,11.0,2.0,2.0,40.0,0.0,558.0,557.1578,2.0,1.0,131.34,0.34,6.0,558.0,9.95,0.19,1.28,4.23,5.55
COC(=O)Nc1ccc(-c2nc([C@H](Cc3ccccc3)N3CCC(c4cccc(Cl)c4)OC3=O)[nH]c2Cl)cc1,7.43,4.0,6.43,6.43,10.23,565.46,5.0,8.0,2.0,2.0,39.0,0.0,565.46,564.1331,2.0,2.0,96.55,0.24,7.0,565.46,11.84,0.23,-0.73,6.94,6.7
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CC[C@H](c3c(F)ccc(Cl)c3F)OC1=O)c1cc-2cnc1F,7.38,3.0,6.1,6.1,12.69,617.02,6.0,9.0,2.0,2.0,43.0,0.0,617.02,616.17,2.0,2.0,109.86,0.23,3.0,617.02,13.89,0.27,1.19,7.8,8.57
COC(=O)Nc1ccc2c(c1)N[C@@H](C(F)F)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.37,4.0,4.27,4.27,12.44,612.04,9.0,12.0,4.0,4.0,43.0,0.0,612.04,611.1972,3.0,2.0,151.74,0.21,6.0,612.04,14.52,0.28,3.52,5.86,8.89
CCOC(=O)[C@H]1CCCN(C(=O)c2cccc3c2CCN(C(=O)/C=C/c2c(-n4cnnn4)ccc(Cl)c2F)C3C(=O)Nc2ccc(NC(=O)OC)cc2)C1,4.83,4.0,4.34,4.34,12.85,759.2,11.0,15.0,2.0,2.0,54.0,0.0,759.2,758.238,2.0,2.0,177.95,0.18,9.0,759.2,8.53,0.16,1.65,3.64,6.48
COC(=O)Nc1cc2c(cc1Cl)-c1nc([nH]c1Cl)[C@@H](NC(=O)c1c(F)cc3c(cnn3C)c1F)CCC[C@H](C)C(=O)N2,5.96,4.0,4.38,4.38,9.82,620.44,7.0,11.0,4.0,4.0,42.0,0.0,620.44,619.1313,3.0,2.0,143.03,0.22,3.0,620.44,8.91,0.18,-0.43,3.86,5.53
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CCN(c3c(F)ccc(Cl)c3F)CC1=O)c1cc-2ccn1,6.01,3.0,5.12,5.12,12.73,598.05,6.0,9.0,2.0,2.0,42.0,0.0,598.05,597.1954,2.0,2.0,103.87,0.36,3.0,598.05,13.96,0.27,2.34,8.04,8.35
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1cnn(-c3cccc(Cl)c3F)c1C)c1nc-2c[nH]1,5.77,4.0,4.76,4.76,12.0,594.05,7.0,11.0,4.0,4.0,42.0,0.0,594.05,593.1954,3.0,2.0,143.03,0.24,4.0,594.05,14.61,0.28,2.91,6.07,8.68
N=C(N)c1ccc(CNC(=O)[C@H](CCC2CCNCC2)NC(=O)[C@@H](CCC2CCNCC2)NS(=O)(=O)Cc2ccccc2)cc1,2.12,2.0,-6.31,0.71,9.29,639.87,7.0,11.0,7.0,8.0,45.0,1.0,639.87,639.3567,3.0,2.0,178.3,0.11,16.0,639.87,9.15,0.18,3.73,3.28,5.85
CCCC(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,3.16,2.0,-2.78,1.55,9.33,709.96,7.0,12.0,6.0,7.0,50.0,1.0,709.96,709.3985,3.0,2.0,186.58,0.1,18.0,709.96,8.54,0.17,2.9,3.25,6.06
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CCC(c3cc(Cl)ccn3)NC1=O)c1nc-2c[nH]1,5.18,3.0,2.82,2.82,12.21,550.02,6.0,11.0,4.0,4.0,39.0,0.0,550.02,549.1891,3.0,2.0,141.34,0.33,3.0,550.02,13.84,0.27,2.43,5.39,7.61
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CCC(C)(c3c(F)ccc(Cl)c3F)OC1=O)c1nc-2c(Cl)[nH]1,7.32,3.0,5.41,5.42,9.95,634.47,6.0,10.0,3.0,3.0,43.0,0.0,634.47,633.1357,2.0,2.0,125.65,0.2,3.0,634.47,9.01,0.18,-1.6,4.55,5.71
CC(C)(C)OC(=O)c1ccc(NC(=O)C2c3cccc(C(=O)N4CCN(C(=O)OC(C)(C)C)CC4)c3CCN2C(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)cc1,5.88,4.0,5.55,5.55,12.51,815.3,11.0,15.0,1.0,1.0,58.0,0.0,815.3,814.3006,3.0,3.0,169.16,0.18,7.0,815.3,8.3,0.16,0.89,4.0,6.77
C[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)CC1,5.41,4.0,4.94,4.94,10.14,477.01,4.0,7.0,4.0,5.0,34.0,0.0,477.01,476.2091,1.0,1.0,112.48,0.3,6.0,477.01,15.03,0.29,1.76,6.37,7.17
CN1CCN(C(=O)C[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c2nc(-c3ccc4[nH]c(=O)cc(O)c4c3)c(Cl)[nH]2)CC1,2.94,5.0,0.66,0.78,6.61,663.53,10.0,14.0,4.0,4.0,46.0,0.0,663.53,662.1672,2.0,1.0,178.02,0.18,8.0,663.53,15.07,0.3,7.06,5.62,10.0
COC(=O)c1cccc2c1C(C(=O)Nc1ccc(C(=O)O)cc1)N(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)CC2,3.58,4.0,0.91,3.97,4.16,586.99,9.0,12.0,2.0,2.0,42.0,-1.0,586.99,586.1368,2.0,1.0,156.61,0.24,7.0,586.99,9.64,0.18,2.08,3.61,5.66
N=C(N)c1ccc(CNC(=O)[C@H](Cc2cccc(CN)c2)NC(=O)[C@@H](CCCc2ccccc2)NS(=O)(=O)Cc2cccc(C(=O)O)c2)cc1,2.98,4.0,-0.38,0.88,4.03,698.85,7.0,12.0,7.0,9.0,50.0,0.5,698.85,698.2887,3.0,2.0,217.56,0.06,18.0,698.85,11.08,0.21,4.76,3.56,7.75
O=C(/C=C/c1cc(Cl)ccc1-n1cnnn1)N[C@H]1C/C=C/CCC(=O)Nc2ccccc2-c2c[nH]c1n2,4.26,4.0,3.55,3.55,12.38,514.98,7.0,10.0,3.0,3.0,37.0,0.0,514.98,514.1632,1.0,1.0,130.48,0.28,4.0,514.98,16.1,0.31,4.03,6.36,8.29
COC(=O)Nc1ccc2c(c1)N[C@@H](C(F)(F)F)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1cc-2ccn1,6.34,4.0,5.28,5.28,12.84,641.05,9.0,11.0,3.0,3.0,45.0,0.0,641.05,640.1925,3.0,2.0,135.95,0.22,5.0,641.05,12.16,0.24,1.46,5.73,7.8
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.43,4.0,3.41,3.41,12.21,588.03,9.0,13.0,4.0,4.0,42.0,0.0,588.03,587.1796,2.0,1.0,168.81,0.2,5.0,588.03,16.66,0.32,5.37,5.8,9.8
COC(=O)Nc1ccc(-c2nc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)[nH]c2Cl)cc1,5.65,5.0,5.31,5.31,10.23,603.47,8.0,11.0,3.0,3.0,42.0,0.0,603.47,602.1348,3.0,2.0,139.71,0.19,9.0,603.47,14.2,0.28,2.92,6.13,8.57
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CC[C@H](c3cccc(Cl)c3)OC1=O)c1nc-2c(Cl)[nH]1,6.87,3.0,4.85,4.85,9.95,584.46,6.0,10.0,3.0,3.0,40.0,0.0,584.46,583.1389,2.0,2.0,125.65,0.29,3.0,584.46,14.3,0.29,1.49,6.65,8.36
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nn(-c3ccccc3)c(=O)[nH]2)CC1,2.73,3.0,2.23,2.3,6.77,419.53,5.0,7.0,3.0,4.0,31.0,1.0,419.53,419.2321,0.0,0.0,105.8,0.55,7.0,419.53,13.14,0.24,2.78,5.21,5.51
COC(=O)c1ccc(-c2c[nH]c([C@H](Cc3ccccc3)NC(=O)[C@H]3CC[C@H](CN)CC3)n2)cc1.O=C(O)C(F)(F)F,4.03,3.0,1.45,4.07,12.45,574.6,5.0,7.0,3.0,4.0,34.0,1.0,460.58,460.2474,0.0,0.0,110.1,0.44,8.0,574.6,13.24,0.24,2.07,5.54,6.1
