smiles,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,rtb,Molecular Weight,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,pChEMBL Value
COC(=O)Nc1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,3.87,4.0,4.19,4.19,12.4,545.99,8.0,11.0,3.0,3.0,39.0,0.0,545.99,545.1578,2.0,1.0,140.13,0.27,9.0,545.99,13.54,0.26,3.52,5.28,7.39
Cc1cc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(NC(C)CCc3ccccc3)c2F)c(C(=O)O)cc1N(C)C,6.73,4.0,5.13,5.13,3.03,589.64,7.0,9.0,4.0,5.0,43.0,0.5,589.64,589.2501,2.0,2.0,133.79,0.11,12.0,589.64,10.18,0.19,-0.73,4.48,6.0
COC(=O)Nc1ccc(-c2cc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)ncn2)cc1,5.06,5.0,5.19,5.19,12.87,581.04,9.0,11.0,2.0,2.0,42.0,0.0,581.04,580.1738,3.0,2.0,136.81,0.23,9.0,581.04,14.07,0.27,3.11,5.97,8.17
CCCc1ccc(C[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)C(=O)Nc2ccc(C(=O)O)cc2)cc1,4.35,4.0,2.33,5.39,4.16,559.03,7.0,10.0,3.0,3.0,40.0,-1.0,559.03,558.1782,1.0,1.0,139.1,0.23,11.0,559.03,14.58,0.28,3.8,5.86,8.15
CN1CCN(C(=O)Nc2ccc(C[C@H](NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)C(=O)Nc3ccc(C(=O)O)cc3)cc2)CC1,3.17,4.0,0.25,0.66,4.16,658.12,9.0,14.0,4.0,4.0,47.0,-1.0,658.12,657.2215,2.0,1.0,174.68,0.19,10.0,658.12,13.22,0.25,5.53,4.98,8.7
O=C(N[C@@H](Cc1ccccc1)C(=O)NCCc1cc(Cl)ccc1-n1cnnn1)c1ccc(-c2nnn[nH]2)cc1,2.2,5.0,1.5,3.1,4.25,542.99,9.0,12.0,3.0,3.0,39.0,-1.0,542.99,542.1694,2.0,1.0,156.26,0.24,10.0,542.99,10.65,0.2,3.58,3.7,5.78
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CC[C@H](c3cc(Cl)ccc3C(F)(F)F)OC1=O)c1nc-2c(Cl)[nH]1,7.88,3.0,5.73,5.73,9.95,652.46,6.0,10.0,3.0,3.0,44.0,0.0,652.46,651.1263,2.0,2.0,125.65,0.25,3.0,652.46,13.4,0.27,0.86,6.96,8.74
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CC[C@H](c3c(F)ccc(Cl)c3F)OC1=O)c1nc-2c(Cl)[nH]1,7.14,3.0,5.13,5.14,9.95,620.44,6.0,10.0,3.0,3.0,42.0,0.0,620.44,619.1201,2.0,2.0,125.65,0.21,3.0,620.44,14.54,0.29,1.88,7.18,9.02
COC(=O)Nc1ccc2c(c1)NCCCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c(C(=O)N(C)C)[nH]1,4.44,4.0,2.96,2.96,11.1,633.11,10.0,14.0,4.0,4.0,45.0,0.0,633.11,632.2375,2.0,1.0,172.05,0.22,6.0,633.11,12.2,0.23,3.28,4.49,7.72
CN1CCN(C(=O)C[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c2nc(-c3ccc4[nH]c(=O)cc(O)c4c3)c(Cl)[nH]2)CC1,2.94,5.0,0.66,0.78,6.61,663.53,10.0,14.0,4.0,4.0,46.0,0.0,663.53,662.1672,2.0,1.0,178.02,0.18,8.0,663.53,15.67,0.31,7.46,5.84,10.4
COC(=O)Nc1ccc(-c2nc([C@H](CC(=O)N3CCN(C)CC3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)[nH]c2Cl)cc1,3.57,4.0,2.33,2.5,10.23,653.53,10.0,14.0,3.0,3.0,45.0,0.0,653.53,652.1829,2.0,1.0,163.26,0.23,9.0,653.53,14.38,0.29,5.83,5.76,9.4
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3cccc(CC(=O)O)c3)c[nH]2)CC1.O=C(O)C(F)(F)F,3.87,3.0,1.44,1.44,3.87,574.6,4.0,7.0,4.0,5.0,34.0,0.5,460.58,460.2474,0.0,0.0,121.1,0.39,9.0,574.6,14.24,0.26,2.69,5.42,6.56
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CC[C@H](c3c(F)ccc(Cl)c3F)OC1=O)c1cncc-2c1,7.24,3.0,5.57,5.57,12.69,599.03,6.0,9.0,2.0,2.0,42.0,0.0,599.03,598.1795,2.0,2.0,109.86,0.31,3.0,599.03,14.6,0.28,1.5,7.96,8.74
N=C(N)c1ccc(CNC(=O)[C@H](Cc2ccc(N)cc2)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,1.91,2.0,-0.15,0.15,1.79,522.65,6.0,10.0,7.0,9.0,38.0,0.5,522.65,522.2955,2.0,2.0,183.42,0.12,13.0,522.65,12.48,0.23,4.61,3.56,6.52
CSCC[C@H](NC(=O)[C@@H](NS(=O)(=O)Cc1cccc(C(=O)O)c1)[C@@H](C)O)C(=O)NCc1ccc(C(=N)N)cc1,0.39,2.0,-1.88,-1.83,4.03,579.7,8.0,12.0,7.0,8.0,39.0,0.5,579.7,579.1821,3.0,2.0,211.77,0.11,15.0,579.7,11.2,0.23,6.1,3.07,6.49
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3cccc(C(N)=O)c3)c[nH]2)CC1.O=C(O)C(F)(F)F,3.34,3.0,0.3,2.92,12.56,559.59,4.0,7.0,4.0,6.0,33.0,1.0,445.57,445.2478,1.0,0.0,126.89,0.42,8.0,559.59,13.37,0.25,2.62,4.7,5.96
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc(S(N)(=O)=O)cc3)c[nH]2)CC1.O=C(O)C(F)(F)F,2.89,3.0,0.11,2.08,9.82,595.64,5.0,8.0,4.0,6.0,34.0,1.0,481.62,481.2148,1.0,0.0,143.96,0.39,8.0,595.64,12.19,0.24,2.98,4.08,5.87
NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccccc3)cc(N)n2)CC1,4.5,3.0,1.73,4.35,13.54,428.58,4.0,5.0,3.0,5.0,32.0,1.0,428.58,428.2576,0.0,0.0,94.03,0.52,7.0,428.58,15.5,0.28,2.14,7.07,6.64
Nc1nccc2cc(NC3C(=O)NCc4cccc(c4)NC(=O)OCCc4ccc3cc4)ccc12,4.39,4.0,2.12,3.44,12.5,467.53,6.0,8.0,4.0,5.0,35.0,1.0,467.53,467.1957,0.0,0.0,118.37,0.35,2.0,467.53,11.22,0.2,0.85,4.43,5.24
O=C(/C=C/c1cc(Cl)ccc1-n1cnnn1)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(-c2n[nH]c(=O)o2)cc1,3.04,5.0,3.7,4.02,7.25,556.97,9.0,12.0,3.0,3.0,40.0,0.0,556.97,556.1374,2.0,1.0,160.69,0.23,9.0,556.97,14.79,0.28,5.2,5.13,8.24
N#Cc1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,3.57,4.0,4.19,4.19,12.35,497.95,7.0,9.0,2.0,2.0,36.0,0.0,497.95,497.1367,0.0,0.0,125.59,0.36,8.0,497.95,14.72,0.28,3.76,5.83,7.33
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CC[C@H](c3cccc(Cl)c3)OC1=O)c1nc-2c[nH]1,6.21,3.0,4.53,4.53,12.25,550.02,6.0,10.0,3.0,3.0,39.0,0.0,550.02,549.1779,2.0,2.0,125.65,0.33,3.0,550.02,14.13,0.27,1.56,6.18,7.77
COc1cc(-c2ccccc2)cc(C(Cc2ccccc2)NC(=O)[C@H]2CC[C@H](CN)CC2)n1,4.92,3.0,2.41,5.03,13.4,443.59,4.0,5.0,2.0,3.0,33.0,1.0,443.59,443.2573,0.0,0.0,77.24,0.52,8.0,443.59,13.58,0.25,1.1,7.8,6.02
NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccccc3)ncn2)CC1,4.31,3.0,1.66,4.27,13.36,414.55,4.0,5.0,2.0,3.0,31.0,1.0,414.55,414.242,0.0,0.0,80.9,0.6,7.0,414.55,15.63,0.29,2.17,8.01,6.48
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1cnn(-c3cccc(Cl)c3F)c1)c1cc-2ccn1.O=C(O)C(F)(F)F,6.13,4.0,5.08,5.08,12.39,705.07,7.0,10.0,3.0,3.0,42.0,0.0,591.04,590.1845,2.0,2.0,127.24,0.26,4.0,705.07,13.97,0.27,2.13,6.49,8.26
CN(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,2.51,2.0,-3.81,0.52,9.33,710.95,7.0,13.0,6.0,7.0,50.0,1.0,710.95,710.3938,3.0,2.0,189.82,0.11,16.0,710.95,8.19,0.16,3.31,3.07,5.82
O=C(O)c1ccc(NC(=O)C2c3cnccc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,3.19,4.0,-0.26,1.99,4.04,529.94,8.0,11.0,2.0,2.0,38.0,-1.0,529.94,529.1265,2.0,1.0,143.2,0.36,6.0,529.94,12.82,0.24,3.61,4.75,6.8
N=C(N)c1ccc(CNC(=O)[C@H](CCC2CCNCC2)NC(=O)[C@@H](CCc2ccncc2)NS(=O)(=O)Cc2ccccc2)cc1,2.37,3.0,-3.2,1.11,9.31,633.82,7.0,11.0,6.0,7.0,45.0,1.0,633.82,633.3097,3.0,2.0,179.16,0.1,16.0,633.82,9.94,0.19,3.93,3.52,6.3
O=C(/C=C/c1cc(Cl)ccc1-n1cnnn1)N[C@H]1C/C=C/CCOc2ccccc2-n2cnc1n2,3.5,4.0,3.64,3.64,12.73,488.94,9.0,10.0,1.0,1.0,35.0,0.0,488.94,488.1476,0.0,0.0,112.64,0.35,4.0,488.94,11.3,0.22,2.03,4.91,5.53
CNC(=O)c1ccc(-c2c[nH]c([C@H](Cc3ccccc3)NC(=O)[C@H]3CC[C@H](CN)CC3)n2)cc1.O=C(O)C(F)(F)F,3.6,3.0,0.52,3.14,12.5,573.62,4.0,7.0,4.0,5.0,34.0,1.0,459.59,459.2634,0.0,0.0,112.9,0.41,8.0,573.62,14.05,0.26,2.86,5.72,6.46
Nc1n[nH]c2cc(-c3nc([C@H](Cc4ccccc4)NC(=O)/C=C/c4cc(Cl)ccc4-n4cnnn4)[nH]c3Cl)ccc12,4.93,6.0,4.54,4.54,10.14,585.46,8.0,11.0,4.0,5.0,41.0,0.0,585.46,584.1355,2.0,1.0,156.08,0.18,8.0,585.46,15.24,0.3,3.99,5.72,8.92
COc1ccc(C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)c(F)c1,5.05,5.0,4.38,4.38,10.14,504.95,5.0,8.0,4.0,5.0,36.0,0.0,504.95,504.1477,2.0,2.0,121.71,0.25,7.0,504.95,12.98,0.25,1.5,5.38,6.55
NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccc4c(N)nccc4c3)ccn2)CC1,5.04,4.0,1.38,4.13,13.35,479.63,5.0,6.0,3.0,5.0,36.0,1.0,479.63,479.2685,1.0,1.0,106.92,0.34,7.0,479.63,14.26,0.26,1.8,6.4,6.84
NC[C@H]1CC[C@H](C(=O)N2CCc3ccccc3[C@H]2C(=O)Nc2ccc(C(=O)O)cc2)CC1,3.21,2.0,0.63,0.63,4.16,435.52,4.0,7.0,3.0,4.0,32.0,0.5,435.52,435.2158,0.0,0.0,112.73,0.67,5.0,435.52,16.24,0.3,3.86,6.27,7.07
COC(=O)Nc1ccc(-c2nc([C@H](Cc3ccccc3)N(C)C(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)[nH]c2Cl)cc1,5.99,5.0,5.53,5.53,10.23,617.5,8.0,11.0,2.0,2.0,43.0,0.0,617.5,616.1505,3.0,2.0,130.92,0.19,9.0,617.5,10.89,0.21,0.73,5.14,6.72
COC(=O)Nc1ccc(-c2nc([C@H](Cc3ccccc3)N3CCC(c4cccc(Cl)c4)NC3=O)[nH]c2Cl)cc1,7.0,4.0,5.7,5.7,10.23,564.47,4.0,8.0,3.0,3.0,39.0,0.0,564.47,563.1491,2.0,2.0,99.35,0.23,7.0,564.47,11.97,0.24,-0.24,6.8,6.76
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CCC(c3c(F)ccc(Cl)c3F)NC1=O)c1nc-2c[nH]1,6.06,3.0,4.09,4.09,12.15,585.01,5.0,10.0,4.0,4.0,41.0,0.0,585.01,584.175,2.0,2.0,128.45,0.22,3.0,585.01,14.95,0.29,2.68,6.81,8.74
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CC[C@H](c3cc(Cl)ccc3F)OC1=O)c1nc-2c(Cl)[nH]1,7.0,3.0,4.99,4.99,9.95,602.45,6.0,10.0,3.0,3.0,41.0,0.0,602.45,601.1295,2.0,2.0,125.65,0.28,3.0,602.45,14.4,0.29,1.68,6.91,8.68
COC(=O)Nc1ccc(C(=O)N[C@@H](Cc2ccccc2)C(=O)NCCc2cc(Cl)ccc2-n2cnnn2)cc1,3.19,4.0,3.68,3.68,12.76,548.0,8.0,11.0,3.0,3.0,39.0,0.0,548.0,547.1735,2.0,1.0,140.13,0.28,10.0,548.0,15.45,0.3,5.28,6.04,8.47
COC(=O)Nc1ccc2c(c1)NC(=O)CCCCC(NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1cc-2nc(C)n1,4.64,4.0,4.2,4.2,12.57,602.05,10.0,13.0,3.0,3.0,43.0,0.0,602.05,601.1953,2.0,1.0,165.91,0.28,5.0,602.05,12.69,0.24,3.0,4.6,7.64
COC(=O)Nc1ccc2c(c1)NC(=O)CCc1nc(ccc1F)CC(NC(=O)[C@H]1CC[C@H](C)CC1)c1nc-2c[nH]1,4.9,3.0,3.76,3.76,12.05,548.62,6.0,10.0,4.0,4.0,40.0,0.0,548.62,548.2547,1.0,1.0,138.1,0.37,3.0,548.62,10.72,0.2,0.98,4.26,5.88
NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3cccc(C(=O)O)c3)ccn2)CC1,4.61,3.0,1.98,1.98,4.27,457.57,4.0,6.0,3.0,4.0,34.0,0.5,457.57,457.2365,0.0,0.0,105.31,0.46,8.0,457.57,14.62,0.27,2.08,6.35,6.69
COc1n[nH]c2ccc(-c3ccnc(C(Cc4ccccc4)NC(=O)[C@H]4CC[C@H](CN)CC4)c3)cc12,4.8,4.0,1.74,4.35,13.04,483.62,5.0,7.0,3.0,4.0,36.0,1.0,483.62,483.2634,0.0,0.0,105.92,0.33,8.0,483.62,14.6,0.27,2.26,6.67,7.06
Cc1cc(F)c(C(=O)N[C@H]2C/C=C/CCC(=O)Nc3cc(NC(=O)OCCN(C)C)ccc3-c3nc2[nH]c3Cl)c(F)c1,5.58,3.0,3.35,4.26,9.92,601.05,6.0,10.0,4.0,4.0,42.0,0.0,601.05,600.2063,2.0,2.0,128.45,0.27,6.0,601.05,8.83,0.17,-0.27,4.13,5.3
CCOP(=O)(OCC)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,6.49,4.0,4.02,5.52,12.49,645.7,9.0,11.0,3.0,4.0,46.0,1.0,645.7,645.2716,3.0,2.0,145.11,0.19,7.0,645.7,8.58,0.16,-0.95,3.82,5.54
Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(-c3ccnn3C)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,6.0,5.0,3.22,4.53,12.77,589.7,8.0,10.0,3.0,4.0,44.0,1.0,589.7,589.2801,2.0,2.0,127.4,0.24,3.0,589.7,9.34,0.17,-0.49,4.32,5.51
COCCN(C)C(=O)c1cccc2c1CCN(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)C2C(=O)Nc1ccc(C(=O)O)cc1,3.51,4.0,0.15,3.22,4.16,644.09,9.0,13.0,2.0,2.0,46.0,-1.0,644.09,643.1946,2.0,1.0,159.85,0.25,10.0,644.09,11.75,0.22,4.06,4.73,7.57
O=C(O)c1ccc(NC(=O)[C@@H]2c3cccc(N4CCCCC4)c3CCN2C(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)cc1,4.92,4.0,2.01,4.0,4.06,630.08,8.0,11.0,2.0,2.0,45.0,-1.0,630.08,629.1954,2.0,1.0,133.55,0.28,7.0,630.08,13.74,0.26,3.74,6.48,8.66
CN(C)C1CCN(c2cccc3c2CCN(C(=O)/C=C/c2c(-n4cnnn4)ccc(Cl)c2F)[C@@H]3C(=O)Nc2ccc(C(=O)O)cc2)CC1,4.46,4.0,1.51,1.51,4.19,673.15,9.0,12.0,2.0,2.0,48.0,0.5,673.15,672.2376,2.0,1.0,136.79,0.26,8.0,673.15,14.87,0.28,5.55,7.32,10.01
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.43,4.0,3.41,3.41,12.21,588.03,9.0,13.0,4.0,4.0,42.0,0.0,588.03,587.1796,2.0,1.0,168.81,0.2,5.0,588.03,16.66,0.32,5.37,5.8,9.8
CC[C@@H]1CCC[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c2nc(c[nH]2)-c2ccc(NC(=O)OC)cc2NC1=O,4.9,4.0,4.32,4.32,12.2,604.07,9.0,13.0,4.0,4.0,43.0,0.0,604.07,603.2109,2.0,1.0,168.81,0.23,6.0,604.07,16.13,0.31,4.84,5.77,9.74
COC(=O)Nc1ccc2c(c1)NC(=O)CCC(C)CC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.9,4.0,4.06,4.06,12.23,604.07,9.0,13.0,4.0,4.0,43.0,0.0,604.07,603.2109,2.0,1.0,168.81,0.23,5.0,604.07,13.62,0.26,3.33,4.87,8.23
COC(=O)Nc1ccc2c(c1)NC(=O)C(C)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.9,4.0,4.32,4.32,12.2,604.07,9.0,13.0,4.0,4.0,43.0,0.0,604.07,603.2109,2.0,1.0,168.81,0.23,5.0,604.07,12.43,0.24,2.61,4.45,7.51
Cc1ccc2c(c1)CCN(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)C2C(=O)Nc1ccc(C(=O)O)cc1,4.1,4.0,1.42,4.48,4.16,542.98,7.0,10.0,2.0,2.0,39.0,-1.0,542.98,542.1469,1.0,1.0,130.31,0.35,6.0,542.98,13.94,0.27,3.47,5.81,7.57
N#Cc1ccc2c(c1)C(C(=O)Nc1ccc(C(=O)O)cc1)N(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)CC2,3.66,4.0,0.76,3.82,4.16,553.97,8.0,11.0,2.0,2.0,40.0,-1.0,553.97,553.1265,2.0,1.0,154.1,0.34,6.0,553.97,11.55,0.22,2.74,4.15,6.4
O=C(Nc1cccc2c1CCN(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)C2C(=O)Nc1ccc(C(=O)O)cc1)NC1CCCC1,4.86,4.0,1.38,4.45,4.16,655.12,8.0,13.0,4.0,4.0,47.0,-1.0,655.12,654.2106,2.0,1.0,171.44,0.2,8.0,655.12,11.86,0.23,2.91,4.53,7.77
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)C1CC(=O)N(c3cccc(Cl)c3)C1)c1cc-2ccn1,5.55,3.0,3.9,3.9,12.52,590.08,6.0,10.0,3.0,3.0,42.0,0.0,590.08,589.2092,2.0,2.0,129.73,0.37,4.0,590.08,9.93,0.19,0.31,4.51,5.86
COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](NC(=O)c1ccc3ncccc3c1)c1nc-2c[nH]1,4.79,4.0,3.34,3.34,12.23,498.54,6.0,10.0,4.0,4.0,37.0,0.0,498.54,498.2016,0.0,0.0,138.1,0.32,3.0,498.54,11.1,0.2,0.74,4.01,5.54
COC(=O)Nc1ccc(S(=O)(=O)C(C)C)c([C@H]2CCCN2C(=O)[C@H](Nc2ccc3c(N)nccc3c2)c2ccc(Cl)c(OC)c2)c1,6.36,4.0,3.14,4.45,12.5,666.2,9.0,11.0,3.0,4.0,46.0,1.0,666.2,665.2075,3.0,2.0,152.95,0.19,9.0,666.2,8.36,0.17,-0.79,3.64,5.57
NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccc4[nH]nc(N)c4c3)ccn2)CC1,4.37,4.0,1.06,3.68,13.35,468.61,5.0,7.0,4.0,6.0,35.0,1.0,468.61,468.2638,1.0,0.0,122.71,0.32,7.0,468.61,15.53,0.28,2.91,5.93,7.28
NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccc4cn[nH]c4c3)ccn2)CC1,4.79,4.0,1.3,3.8,11.92,453.59,4.0,6.0,3.0,4.0,34.0,1.0,453.59,453.2529,0.0,0.0,96.69,0.37,7.0,453.59,15.57,0.28,2.27,7.3,7.06
CN1CCN(C(=O)Nc2ccc(C[C@H](NC(=O)/C=C/c3c(-n4cnnn4)ccc(Cl)c3F)C(=O)Nc3ccc(C(=O)O)cc3)cc2)CC1,3.31,4.0,0.39,0.8,4.16,676.11,9.0,14.0,4.0,4.0,48.0,-1.0,676.11,675.2121,2.0,1.0,174.68,0.18,10.0,676.11,12.93,0.25,5.43,5.01,8.74
C[C@H]1COC(=O)Nc2cccc(c2)CNC(=O)C(Nc2ccc3c(N)nccc3c2)c2ccc1cc2,4.95,4.0,2.49,3.8,12.52,481.56,6.0,8.0,4.0,5.0,36.0,1.0,481.56,481.2114,0.0,0.0,118.37,0.32,2.0,481.56,10.47,0.19,0.09,4.26,5.04
O=C(N[C@@H](Cc1ccccc1)C(=O)NCc1cc(=O)[nH]c2ccc(Cl)cc12)c1ccc2[nH]c(=O)cc(O)c2c1,3.39,5.0,2.13,2.87,6.74,542.98,5.0,9.0,5.0,5.0,39.0,0.0,542.98,542.1357,1.0,1.0,144.15,0.21,7.0,542.98,17.13,0.33,5.91,6.45,9.3
CNC(=O)c1ccc(-c2cccc3c2CCN(C(=O)/C=C/c2c(-n4cnnn4)ccc(Cl)c2F)C3C(=O)Nc2ccc3c(c2)CN=N3)cc1,5.86,5.0,5.24,5.24,12.88,676.11,9.0,12.0,2.0,2.0,49.0,0.0,676.11,675.1909,3.0,2.0,146.83,0.21,7.0,676.11,11.38,0.21,1.84,5.24,7.7
CC(=O)c1ccc(Cl)c(F)c1/C=C/C(=O)N1CCc2c(-c3ccc(C(N)=O)cc3)cccc2[C@@H]1C(=O)Nc1ccc(C(=O)O)cc1,5.92,4.0,2.06,5.12,4.16,640.07,5.0,9.0,3.0,4.0,46.0,-1.0,640.07,639.1572,2.0,2.0,146.87,0.16,8.0,640.07,10.21,0.19,0.62,4.45,6.54
CC(=O)c1ccc(Cl)c(F)c1/C=C/C(=O)N1CCc2c(O)cccc2C1C(=O)Nc1ccc(C(=O)O)cc1,4.86,3.0,1.25,4.32,4.16,536.94,5.0,8.0,3.0,3.0,38.0,-1.0,536.94,536.115,1.0,1.0,124.01,0.31,6.0,536.94,14.16,0.27,2.75,6.13,7.61
COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](NC(=O)c1ccc3cccnc3c1)c1nc-2c[nH]1,4.79,4.0,3.34,3.34,12.22,498.54,6.0,10.0,4.0,4.0,37.0,0.0,498.54,498.2016,0.0,0.0,138.1,0.32,3.0,498.54,12.38,0.23,1.38,4.47,6.17
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CC[C@@H](c3nccc(Cl)c3F)N(C)C1=O)c1nc-2c[nH]1,5.74,3.0,3.64,3.64,12.23,584.05,6.0,11.0,3.0,3.0,41.0,0.0,584.05,583.211,3.0,2.0,132.55,0.36,3.0,584.05,11.1,0.22,0.74,4.89,6.48
C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(Cl)nn3)cc2=O)c2ccnc(c2)-c2c(cnn2C)NC1=O,4.94,5.0,3.94,3.94,11.77,590.48,10.0,11.0,1.0,1.0,41.0,0.0,590.48,589.1508,2.0,1.0,125.41,0.32,3.0,590.48,16.43,0.32,4.76,7.73,9.7
CC[C@H](C)[C@H](NS(=O)(=O)Cc1cccc(C(=O)O)c1)C(=O)N[C@@H](CCSC)C(=O)NCc1ccc(C(=N)N)cc1,2.06,2.0,0.13,0.13,4.03,591.76,7.0,11.0,6.0,7.0,40.0,0.5,591.76,591.2185,3.0,2.0,191.54,0.13,16.0,591.76,11.73,0.24,4.88,3.62,6.94
CC[C@H](C)[C@H](NS(=O)(=O)Cc1ccc(C(=O)O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)NCc1ccc(C(=N)N)cc1,0.57,2.0,-1.68,-1.68,4.06,588.69,7.0,13.0,7.0,9.0,41.0,0.5,588.69,588.2366,3.0,2.0,234.63,0.11,16.0,588.69,13.2,0.26,7.2,3.31,7.77
O=C(O)c1ccc(NC(=O)C2c3cccnc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,3.19,4.0,-0.28,2.19,3.86,529.94,8.0,11.0,2.0,2.0,38.0,-1.0,529.94,529.1265,2.0,1.0,143.2,0.36,6.0,529.94,13.76,0.26,4.1,5.09,7.29
COC(=O)Nc1ccc2c(c1)NC[C@@H]1CCN(C1)C(=O)C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,3.42,4.0,1.7,1.7,12.41,617.07,10.0,14.0,4.0,4.0,44.0,0.0,617.07,616.2062,2.0,1.0,172.05,0.25,5.0,617.07,9.11,0.17,2.2,3.27,5.62
COC(=O)Nc1ccc2c(c1)NC(=O)CCc1cccc(c1)C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.88,5.0,4.53,4.53,12.21,638.09,9.0,13.0,4.0,4.0,46.0,0.0,638.09,637.1953,2.0,1.0,168.81,0.2,5.0,638.09,13.83,0.26,3.94,5.23,8.82
CC(=O)Nc1cccc2c1CCN(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)C2C(=O)Nc1ccc(C(=O)O)cc1,3.75,4.0,0.14,3.2,4.16,586.01,8.0,12.0,3.0,3.0,42.0,-1.0,586.01,585.1527,2.0,1.0,159.41,0.28,7.0,586.01,13.09,0.25,3.92,4.81,7.67
